Site,Aberdare,Ai.Ais,Akagera,Amboseli,Arawale,Arly.Partial,Arly.Total,Arusha,Bahr.Salamat,Bale,Bangweulu,Banhine,Bicuar,Binder.Lere,Bontioli,Boumba.Bek,Budongo,Buffalo,Bururi.Forest,Cameia,Cangandala,Chobe,Cliff.of.Bandiagara,Comoe,Daan.Viljoen,Deux.Bales,Etosha,Gambella,Gile,Gishwati,Gombe,Gonarezhou,Gorongosa,Hells.Gate,Hwange,Iona,Kabore.Tambi,Kafue,Kafue.Flats,Kakamega,Kasungu,Kgalagadi.Transfrontier,Khaudum,Kibale,Kibira,Kidepo.Valley,Kilimanjaro,Kizigo,Kourtiagou,Kruger,Lac.Tele,Lake.Manyara,Lake.Mweru,Lake.Nakuru,Lake.Rukwa,Lefini,Lengwe,Liwonde,Lolldaiga,Luando,Luengue.Luiana,Madjoari,Mago,Mahale.Mountains,Mahango,Majete,Mana.Pools,Manda,Manovo.Gounda.Saint.Floris,Mare.aux.Hippopotames,Marsabit,Masai.Mara,Matobo,Matusadona,Mavinga,Meru,Mikumi,Mocamedes,Mont.Fouari,Mount.Assirik,Mount.Elgon,Mount.Kenya,Mudumu,Mupa,Murchison.Falls,Mushandike,Mwabvi,Mweru.Wantipa,Nairobi,Namib.Naukluft,Ngorongoro,Ngotto.Forest,Niassa,Nkasa.Rupara,Nkhotakota,Nouabale.Ndoki,Nyanga.Nord,Nyika,Nyungwe,Odzala.Kokoua,Okavango.Delta,Omo,Pama,Parc.W.Niger,Quiçãma,Ruaha,Rusizi,Ruvubu,Rwenzori.Mountains,Salonga,Samburu,Selous,Serengeti,Simien.Mountains,Singou,Siniaka.Minia,Tamou,Tarangire,Tsavo,Tsoulou,Volcans,Vwaza.Marsh,W,Waterberg.Plateau,West.Lunga,Zakouma,Zinave
Nkhotakota,6134.96606471508,31559.4155229579,24250.8332003432,30113.21944074,45159.9124874963,22740.7354341691,25195.9880347579,6210.48460698029,24633.6606793296,19709.9197338375,13347.6152110179,26722.3391890897,18090.0551708216,15676.4940258537,23848.8959679902,43546.4584438913,31764.3989304405,26205.7855453246,30501.4929198342,10761.4793176671,10694.0570920867,21034.2535783661,41635.9077736175,31101.5917677107,28397.1467154317,16975.2231840567,38111.1357124311,29787.2684171135,10802.5156164669,33679.5121583563,17268.231530642,17728.8457151133,10705.8828557738,8998.62073954202,22913.5084279464,45737.0675644215,26624.8917371773,6418.73904932281,23997.9142209957,27371.4242651588,7095.08603009348,80040.212933165,40072.8113823059,30719.7900723056,29814.8148325654,17791.9465749351,17372.1354815909,19519.335844049,21309.8929337218,19351.8601272921,43295.4221761751,10995.8039768313,24866.3019034531,16010.1241688262,14497.4233238209,30897.6143104425,17320.6820476305,21881.6508964474,22474.7948902641,6951.05164219624,8804.87043966624,21309.8929337218,24416.1743067885,21367.1564581415,10969.9840465953,18140.6098142749,4882.7580530715,20302.9650861799,11821.8807151808,24244.6544844994,41132.0221311487,15643.1483864878,13666.022430609,7798.43741410337,18253.5024810719,15462.6223574097,18761.77406603,52854.2733107523,36164.1126264488,14223.0997311784,22876.4814762508,13702.2673367272,16703.5005386276,19986.7746802405,21707.6965780319,15175.2543858959,10299.3254223054,9810.33073780388,19211.446110537,55824.9343854233,19024.2983795741,43923.7887053003,9138.239958676,16453.4121000185,0,43269.573450803,36708.7232543539,8737.26070390954,30224.6431981528,32531.7391505075,16084.5703293321,25442.8589181288,31052.0124176667,26915.8555619271,22639.8880097242,11186.2232872565,28375.6277086646,19457.86736539,27122.1064310846,41232.5905490797,22717.8794874695,12414.9941590421,15094.9855521319,31200.5202729536,31238.8306950856,42629.9250919517,33637.1702935945,16928.0546785554,20933.546062723,29541.2619053638,36657.898519176,3735.50093177193,26743.4896413345,29843.7602900038,8111.04772740838,28471.5044828637,20659.9881704096
Nouabale Ndoki,46764.7961976391,66948.0610361312,29620.7719527626,70270.0531589339,75770.4742231152,60387.8480281249,62907.1842472544,42884.5640144164,61419.417806036,47874.2688742441,34603.8877543585,67809.2318641102,59155.143553076,49597.2782587752,56086.2811612233,2985.86777414991,20562.4690347166,60868.6748234692,20816.1372848665,34678.8533295808,41255.32166086,62056.0009188669,81267.0077625397,20457.0982536335,66542.7004542802,44523.5119468238,75392.628652449,66905.4094399276,35652.9189065257,19143.4983289361,32679.4173847098,58356.1509403421,45516.4703410324,39959.0427352302,64715.1419277989,83387.2936429894,64567.0209714566,39894.5354553074,23113.4225160665,29708.2210849012,39640.3177982963,119150.10527185,77748.657353237,21837.5192470853,22481.6371895504,55193.0987232473,32587.3703345189,61010.4639142126,58660.9505525978,60381.0342179953,2087.06335585416,51281.0606951124,21606.5582049137,56871.4399969046,33160.1699160542,21617.7156094854,28442.0304951519,25037.5913306142,63085.0260570579,45550.5670891007,45093.7586696188,58660.9505525978,64884.239247847,28478.516028737,46333.6409297613,27017.998289923,40584.5709135877,56636.5241323828,45827.2991137674,38693.923938103,78441.0660662218,40805.5317391367,50737.1587064802,46361.8948906236,53223.0563757958,54967.6626764447,60135.4497702774,91958.4244162151,18384.412727953,40589.1330662004,28882.0028197791,35000.6275047464,57751.7311417153,51671.9116338327,29746.9546487919,32407.481145995,34582.1293037971,35109.6970717498,59971.5045212223,96944.1872006464,59716.632931315,5064.47068631199,46216.5846542816,48066.0041442896,43269.573450803,0,14545.7279258642,37027.3406774961,20887.168468216,16088.725635873,56817.5089461886,66287.1686785621,68697.9936702295,63731.6712861432,59074.3142864454,50721.8134424649,23137.0766568622,33802.9272901352,25811.6454060817,15298.6855788685,63276.8125091952,37122.6206366228,54748.5568575603,70204.3437725898,68934.6503131917,81072.9036009283,70922.3481412061,56721.9103681839,61077.2905145064,27524.5589783465,17858.9893194411,41714.4898399487,63122.7159863948,67457.1699895355,44578.002580174,66290.5618088933,60129.9166616065
Nyanga Nord,39932.5268408773,58351.3715169857,25513.8075030544,62437.2369441688,67351.0599809758,52481.4759152529,54658.5575979703,36478.0648556339,53550.2103778593,41804.9828465274,29998.5356704547,59518.0093656726,51223.0142363347,42831.5721984151,48228.2690475415,15626.0961053735,15433.2209268986,52661.3412267328,16169.377953744,29134.9718135071,34563.283945094,54324.1950376527,72881.6138855167,21740.3099068312,58214.968653209,36867.5113653492,67085.6220621332,59499.2082228522,29826.1928130929,15196.1252762733,27570.6214429186,49864.2610574995,37677.7175606758,34655.59148323,56786.3129995755,75074.3625668136,56301.9619917287,34348.2790292816,20728.3219263345,23530.1395393063,33864.7570736567,111072.361761662,69433.8147720337,18284.0630419967,16522.8334976259,47813.5772253831,27521.5172844661,53159.8848467208,50789.4408861278,52718.2294922128,14537.6607391424,43092.0696005001,20777.3153026522,48984.0126009182,28913.6611162613,13741.5363763861,24243.5381634646,23279.6768502062,55575.406125526,39034.7024088043,38804.427549817,50789.4408861278,57173.619900982,26497.4704103611,39132.03480662,24387.1790174881,34614.7050149779,48042.2298497798,38971.5457331092,32898.2301855646,70133.7079862561,34304.4704303393,43162.1630349488,39692.9307834465,45326.6931251835,47176.6876953056,52649.6410989778,83615.8973559625,5666.51286845471,34131.05842273,24137.1221276166,30201.3220034044,49572.4378920165,43791.5613622519,27879.6145462441,26746.0678310627,29862.7407821251,30650.4660286947,52390.1472149511,88580.5769427663,51712.3807210804,16286.4496727402,39825.0882358047,40554.0357704178,36708.7232543539,14545.7279258642,0,31569.9212942947,13917.9965389858,13178.173448493,49083.947036854,58812.5449514374,60788.3544309473,56077.5458866424,51181.0881116027,42717.3255476316,18511.2305476944,28262.8412206734,19851.9015028472,11465.2152495263,55119.5929108352,32349.5270034986,46757.6369235052,62242.3799619931,61032.242212838,72827.2374140971,62599.5803537873,48756.2063747323,53553.8805059048,19197.1721316693,18219.8604144019,35701.8841643445,55228.1046091914,59573.763675732,38067.2671700683,58391.813416995,52083.6713889707
Nyika,14072.040564128,33709.4506826442,21914.094103512,35188.7196864196,43800.9934833331,25548.8283677675,28243.7696481339,11429.0299926266,28333.7800000629,16597.3260557526,14868.9186670873,32687.7944835883,24876.6369679294,17449.252748149,23419.5844247458,36910.5519333342,31221.0688751004,26532.8398619895,25338.0455454062,9760.23362258993,7471.84111388921,28728.3983756771,46423.6224170098,28373.0399250436,31691.8162874995,15729.3207525388,41019.8995416667,32460.3137000006,2992.88613333354,31387.3701666668,15669.1645518516,24784.2843080868,14398.5538213635,9000.60548596907,29791.0899557975,48162.2865730197,30053.2608290701,9301.1059277777,21896.2225037028,24096.628080978,10804.8478354836,83651.3883389846,43100.44857284,28418.2421810202,26109.6844655138,20827.5516923072,12112.0565020835,26675.518534643,24246.1680148149,26126.1432392546,36962.2959725691,18350.8682117836,18715.5751924764,23032.4414498259,14533.3878876757,26050.1989936638,12315.756301115,19694.1192311139,29140.8219035666,10704.4101379976,12292.4833887741,24246.1680148149,30802.8798709867,19558.240888889,13723.1611796239,15696.232545556,8635.83804117603,25062.300083951,14078.5846561291,19449.3940586412,43472.7708234348,18776.9023784306,19418.9714374976,11774.1108820221,20093.5587527094,21071.0791652597,26145.733290561,56254.1702013609,31947.5995456798,11957.3540437002,22097.2333705858,15082.4591087343,24426.8015027403,17937.7964000008,21984.3267541123,12222.1335476989,6700.79345582987,11599.711552976,26052.730229585,61087.6975887752,25608.1863885593,39423.2014917997,11248.3913053256,15942.9520666903,8737.26070390954,37027.3406774961,31569.9212942947,0,28510.9869533164,31644.8031432439,23132.5070057866,31612.7638091724,34523.892619753,28891.8060295136,25773.111769422,18243.1496272182,24885.3920009454,16446.1375734696,25131.2588380955,35457.449699297,29276.3658657078,13285.1494132232,20955.2475741491,36088.9065695595,33981.1768987657,46016.1470166669,36745.9963703707,22310.4197713367,27372.8602851925,25592.8212497244,33864.5868888884,8423.29188049366,28923.4850926835,33064.7543432107,12022.5605077718,32472.184929614,26864.4069625345
Nyungwe,33786.4213427065,55633.8021871363,19978.0007767116,57595.8690548367,64084.6564758721,50523.5109415405,52980.1281270635,30230.2821191345,51987.9748903524,39009.8823627997,22623.8129442388,54503.8202593535,46225.6659930393,40471.3924778749,46383.3525356205,19841.8855490646,6721.08994010524,51409.1455612009,8696.86189665768,22324.3428314044,32806.2965118335,48535.5048850124,69264.2999192079,18089.1396881099,56494.1206717689,33986.1839397893,65967.2783978175,57581.1581648809,27405.8911439624,5494.94734056115,22432.5391342361,45047.2406111753,31910.9352580624,28387.9219826202,51148.966491551,73703.4715156504,54779.5949903846,28235.3147016723,13348.6535434775,22214.5645650478,27048.9114935603,108068.715180006,68083.1465741526,9142.43361826266,8697.82948087263,44549.03990718,25800.8487457485,47655.9565283291,48795.6669097222,46891.0963266097,20310.5158065832,37688.7683146985,18140.3238201534,43734.8026633723,22642.3054799142,15204.17830394,19783.9453660745,14850.3984653058,49655.623815553,33508.6124257696,33853.2949390114,48795.6669097222,51706.8135167305,20015.5810423755,36822.7505280906,17100.0971178149,28268.106776054,46651.8749619707,35331.6001044114,30231.1748256014,69018.7672031189,29760.5975546468,39525.4842362597,34814.5821311378,44315.2141576479,42330.0140320527,45905.2889030609,80903.489530187,14518.6916382435,31771.6255619926,19502.0388641826,23766.8790689244,44531.5674743038,41718.8906172614,19272.6959127888,25005.9585544107,23613.3326931724,23365.6155399649,46842.7021406308,83600.254092262,46692.0497589985,18952.4679386156,36545.4950775243,36397.0022406754,30224.6431981528,20887.168468216,13917.9965389858,28510.9869533164,0,10268.0265684687,43600.8935881866,52861.7090452386,58950.3588744805,54315.0510514089,49628.1788573638,37725.1419380828,12396.5901401742,24509.2422583623,13307.4833354586,18281.8762135682,49981.9128438157,25328.9831075416,42260.2162436219,58085.7515690481,58845.0085319819,70701.3946492336,60837.3752320329,43705.0702547563,48097.3464468054,18797.5885754866,13099.1249524107,29025.1474242246,54276.0536657895,57779.5472865496,33851.3080997965,56565.0659922802,47352.1961272456
Odzala Kokoua,36694.6298195034,59758.6766541647,21300.6807271552,61709.02927349,67855.1100855548,54656.1865302155,57056.8276376498,33283.0665217609,55822.0103655204,41588.5195925099,24993.1619666804,58010.5129146391,48774.3617266854,44199.8606822602,49419.4742228371,16034.591349216,13665.8559941527,55518.6362225049,17096.2563533,26553.4789522399,36277.6655268937,51699.1890412827,73321.0353038366,13999.4342428151,60182.0895830442,37864.9807633112,70103.3590263345,61261.4080677741,30198.412973869,14084.5020090798,25696.458409093,47871.7768304488,34991.1908627835,30502.7296525934,54395.4096061883,77970.5932152084,58294.8427274963,30066.1595433214,17274.3988534937,25386.7230109268,30064.8799901892,112142.890034369,72075.6867309596,16071.812728985,18464.7606165234,48155.5627064814,28774.9023353346,51259.8759224892,53176.1627504184,50105.7796683825,16364.7296614111,41059.7499537492,19975.41723231,46959.6574451421,24298.8117065539,14355.498931489,24031.2233997206,16751.6075458725,53080.6137589806,36766.0266876985,37101.5453082968,53176.1627504184,55156.2458781101,20365.353481841,39506.2477151603,21346.9623977187,30823.5706651147,50366.1853902056,38259.0142407241,31973.3077239578,73240.7410665484,32552.4143033493,42708.0334155587,38047.5310503572,47828.6489910329,45593.734247152,50055.757399501,84800.8068908802,18543.2302817964,34929.4235880778,21847.0163047847,26934.4172387828,47080.6133425675,45701.4805262236,21837.7271472902,28454.0369475736,26633.9177204099,26674.2188619361,50139.6603191325,88042.7978182851,50016.5185649376,16198.2534023824,39413.766101108,40552.0437248204,32531.7391505075,16088.725635873,13178.173448493,31644.8031432439,10268.0265684687,0,46148.9828793472,56122.8229839952,63002.4989112875,58508.1017626811,53509.4038237131,40506.5306269201,21179.5485127106,28995.3330204437,19060.2146198205,14001.0364504357,53059.3238082822,28174.4893981991,45079.1043772964,61567.4270397477,63211.2822237598,74609.8616385817,65148.7302436637,47425.5578022209,51334.2411825462,22668.8093592533,11736.4868570027,31604.7849382577,57948.0472056136,61706.2363308357,36673.6597911914,60508.4147942691,50959.7689096077
Okavango Delta,17585.7563854158,20061.4727465413,36783.089593403,16078.6333938461,39450.5762202673,11921.6399489734,11983.0932061969,18597.4893362099,12852.3484368248,29786.9209923034,25730.9977049934,12752.7433895975,3531.63419513733,19582.0299729831,19599.5731763619,57086.6398550324,42313.6443905813,14865.9143472223,40686.3016163614,24081.573839541,21127.389135359,6947.09144647432,28195.2351792008,44342.1979174777,14937.5800304898,26683.7874730688,25328.8324352212,16177.9126204989,24314.3919052944,46158.2159772238,30421.9091337223,6371.20093947923,14161.6882953143,22410.1105788661,9133.05608756283,31931.0534072649,14001.5759930658,20381.1796518162,37743.8532767924,38919.5950100024,21707.1424899132,65866.5390619915,26153.3063318631,43331.0047754292,40944.0970072243,8117.81021561483,31374.0550505922,6479.17774795944,11905.7202467424,4922.86125444928,56696.0436462422,12216.3359598542,38228.1915661678,10646.317932806,26592.8628538192,43088.7112153386,31114.0391191699,34632.1026662046,10138.1499116029,14965.7178205833,14713.0615632931,11905.7202467424,11725.4749635988,33817.4154693756,13386.8894284488,32406.525786038,19063.7817301245,13133.6213677712,15107.2164825956,33999.0880644901,27546.8050159028,26651.8939089993,8198.19101006958,14661.9806527818,12212.8176889693,11570.361998108,5678.15942263083,38827.8950853638,47082.3352132267,23719.6585875007,34738.886804641,27648.4871666936,2457.50215450919,10427.5851261011,32478.953303766,27684.929665792,24985.902531976,23850.5252038405,7811.16163751829,41870.9295683991,7794.92422501426,57694.6719517641,14754.3579228294,10123.1782799022,16084.5703293321,56817.5089461886,49083.947036854,23132.5070057866,43600.8935881866,46148.9828793472,0,12105.1783625737,17296.2032233847,13958.3437085208,11400.8658611423,12348.1226370424,41842.4490257951,33636.3644319915,38572.6805303363,54247.7018351411,8580.80153488304,25577.3373065837,11875.4516777849,19780.9918017403,17502.9955160555,28731.8336049558,19628.7325633527,10168.56549856,7136.69118512656,39675.7477255398,50249.3097016932,18054.9699833503,12866.9543649191,16188.6584720081,15729.5498836161,16510.0753878652,6280.54144114298
Omo,25838.0018350367,19124.3249245158,44479.7394954904,8267.30719898648,34444.3100900037,14608.3810136107,14599.824423802,26913.0800105535,10450.3571327535,34521.6570505991,35169.8403776747,6543.36792899655,11646.5468220995,26048.336938032,22815.6551631271,66883.4213899048,52286.5757540783,14172.7962521223,50000.4828042649,33700.3511753902,28308.3913211282,7511.11163801201,24310.985266123,54188.0104429595,12196.8104477341,34661.1202677753,17462.1536650704,6452.36297950185,33001.6810534631,55560.6958741155,38570.955635685,13711.7033502252,23242.0619228537,29466.6897532312,7979.92332367746,22977.7877188178,13608.2366011488,29946.5745387042,47392.5160581223,47663.5123691908,30798.2968370528,55923.1288282334,16951.1527740157,53101.1150503683,50094.4306205211,15090.54399533,37537.7035061274,12100.7765960091,15702.9224869184,11953.9008521037,66164.7114923582,21065.1525522345,47856.6909533338,16227.3301372826,36131.8867533238,52285.5666500371,40192.766464742,44303.405859422,5823.55923374266,23383.4999164039,23744.8794442304,15702.9224869184,2362.37665401173,43388.3260911054,22063.4375429333,41476.5187441504,28676.8703784096,16970.5637485036,23155.3089471851,41007.0305980906,18598.2337409524,33486.3587215018,16676.7992655904,22196.0010637641,19060.3903574086,19012.7869253502,11641.7378209683,29934.7452691884,56253.1732056011,30384.5512407724,42957.3329721007,35425.9775142394,12105.7956294246,18731.3785511546,41024.0170639653,36395.146408126,33907.6845499,33350.2978778115,15995.5946010419,32437.8781024064,15055.1432526709,67447.0475183054,23051.3771068154,20560.2013305492,25442.8589181288,66287.1686785621,58812.5449514374,31612.7638091724,52861.7090452386,56122.8229839952,12105.1783625737,0,9961.08511507818,14385.8771346713,17533.8675213796,20182.7675565813,50419.647745511,41155.7553434807,48313.4209448437,63418.1708554589,5640.17797036801,34889.9445748086,19534.7104628112,21173.9359390845,11324.0535511785,19801.1523339875,12268.9320030099,18313.793327312,10173.8945821424,47409.9359452459,59858.2864512774,27298.4312463854,15852.4583256257,11538.5996318528,23275.5917775894,9679.7380924106,9099.46364798804
Pama,30437.6202170744,17949.7629333746,50003.2845518398,12121.2931344312,30836.6096976278,9461.83040378544,8620.66679649993,32184.4328072501,10629.7842318959,31025.0306114401,41468.8773522399,9323.60625748008,16012.1484827799,22640.1797530868,22050.2035094569,69723.7328197533,58140.1638640944,11049.7308914986,53374.8869031137,38970.0605438219,29125.1905632719,12701.1142152114,22739.6775994509,59303.268681383,11024.6305671296,32184.4019730861,15938.4957600308,7435.47958024728,35495.9029592597,62205.3157407406,42275.6203943769,18185.11404668,29774.0049538683,34998.3965320901,12189.5018352539,20205.9285329382,9796.1628254058,36319.2594907406,52811.327805213,46928.0434300297,36667.4063377597,52750.7095996203,12048.5829012351,58322.5141199881,52657.534908582,16080.8760183364,38680.708661265,16761.4700327549,13044.5678395066,16716.0217737474,67808.4834731867,25488.7501664378,50131.541366226,21229.3171329561,42750.0820084695,52331.296249618,43259.297684651,51078.5653451581,11706.6438210319,28007.1726817562,27254.1941613826,13044.5678395066,9669.78021259934,48641.9005246923,24973.2944290656,46182.2011663794,35043.1521890977,16489.5237037041,26347.2973600299,40605.7228240744,16020.1531502569,37543.0347366407,21010.9617843006,25719.0855195825,16917.5293795576,22848.7717712206,15147.471110402,27376.301216931,55632.3891975312,30540.393634654,48687.584694314,42003.0585511001,16461.1117354054,18833.1421765432,47379.2271171912,37260.6342726164,39210.9234739377,39158.463184761,19851.1493093001,31880.3542841399,18485.5868266502,72112.0486134508,25113.8179481704,23910.0133930409,31052.0124176667,68697.9936702295,60788.3544309473,34523.892619753,58950.3588744805,63002.4989112875,17296.2032233847,9961.08511507818,0,8094.64720389686,13499.4356637076,25795.7431437643,49784.9302228171,40944.3522455278,53498.7099420501,63510.7005589256,12107.5186330027,40149.1201010094,23463.8368997228,23698.4808192041,1724.98913580292,17978.9721064809,7636.62716049441,21405.5327457922,14822.1465343516,46992.7015494586,64661.7552123449,33209.5889946122,12436.8702367323,7636.2250617284,27880.8921131372,9952.40366659014,13708.2980430566
Parc W Niger,26553.9892985018,17335.9608639665,46048.7244126168,15753.607871978,36187.2580295139,11526.2777544624,9584.66878974111,28715.3555684356,11558.8158068982,29182.3255118444,37388.907795031,12784.0377294143,12525.0605360538,19827.3760214122,19831.6581177623,64832.6740329851,54391.5055503862,10506.1245360082,48817.0990582041,34516.0409567977,23354.7940538182,12302.8141571237,22761.2991121188,55798.5005132906,12644.1082725693,29848.7406840324,19019.7575954861,10546.7828843752,30422.0773510417,58110.9332378477,37020.9619100433,14676.364886639,25144.9414219905,31085.9889508707,11280.411808635,22833.5756828327,9215.29154621808,31327.1151302085,48079.7276207772,44075.7230223476,32502.5943902022,56695.4962431816,18227.1028385417,54124.0781634328,49126.6066934887,14103.9419725404,33742.4372829851,12632.8862980095,11796.9457146987,13026.9773296765,62747.6575520831,21905.0554334846,45453.356333642,16653.2334624446,38377.9248734823,49576.5576485743,38744.2090204189,46726.5801225085,13215.5461160971,22619.2212443192,23303.5027624651,11796.9457146987,12927.8054391786,44220.5915190986,20844.9783354053,41783.6072060192,30175.7263951112,13615.8752285877,23494.2664385896,40180.1795669368,21385.5100020722,33118.9169437539,16537.9577349803,21751.5195549672,14282.7093508126,18396.3849092073,11250.6178739717,31965.4270119404,53263.9231529696,26545.1665691134,44871.6994922191,37602.9736741329,13065.7853263742,14442.3251302082,43279.8589573686,33817.0370612361,34690.469293874,35219.1124796269,13870.6897405586,36204.0633902001,14004.3185159331,67508.0270023516,21780.8285757211,20038.1626694852,26915.8555619271,63731.6712861432,56077.5458866424,28891.8060295136,54315.0510514089,58508.1017626811,13958.3437085208,14385.8771346713,8094.64720389686,0,11658.4024818503,22329.0973202764,46842.0729170767,38354.1466349552,49623.7021409085,61139.2845803227,11419.4093092044,36103.1788104768,19034.627105478,19788.4281854346,8741.62709973076,19367.188324653,7747.08756462247,17302.8985088368,11804.6461431961,45252.2809755937,60632.8289586794,29587.7583003294,3917.09186140999,12169.5526167054,23716.2944061098,14325.9317159527,9966.43695398606
Quiçãma,22524.8131426347,20757.2753099167,42352.779455727,20447.0214745662,37631.5852595563,4381.85072314016,6101.19627689445,25323.170544269,12613.1645058381,23941.5894946639,32043.410936475,16716.5560499774,11346.2030381572,15881.9876015204,15581.3874319885,60085.095518457,49083.0063339584,11818.0723861471,44216.7362004767,30259.4198553718,21625.0224259651,14256.143979656,27677.8215119771,49922.7724191107,14680.012981233,24204.6894487886,25135.5628873967,16077.0854669422,26121.6304242427,52819.4977571167,34132.6863634946,11318.6884586048,20195.2524290985,27934.814426491,14437.0708508241,28849.4212335871,10971.6754059711,26809.8797486226,42875.9664575042,37675.0285879442,27615.23235363,62564.5121566006,21902.9155037757,48729.3635494509,44609.9851505385,9447.55972989803,31850.0122711491,12645.4688665413,6026.04866187113,11805.6391699935,58252.7045974656,17300.764324598,40851.0538739035,13636.2703883863,33011.8964101064,41456.3311811298,34388.6924281752,41828.9220303369,17290.9492853765,19962.2387539824,18060.5116371334,6026.04866187113,17061.0197597389,39154.8348737378,16052.8940962795,37278.6914096092,25374.3824704536,8334.74051831432,18956.0322983509,31517.3648639182,25868.4268734027,29667.6168314548,13250.0064218271,18735.2293050689,8994.77370725158,14466.9547916232,12184.3564862152,34370.9182220167,46141.252961943,22348.8443986818,39810.3808880359,32899.7651010324,10416.7115080235,11765.8552352625,38543.1466536568,28466.883645215,30112.5302321754,29949.9919055173,12784.1891319464,41303.6621321049,12787.4360026165,62531.4373474984,16494.2064597703,14488.0118208943,22639.8880097242,59074.3142864454,51181.0881116027,25773.111769422,49628.1788573638,53509.4038237131,11400.8658611423,17533.8675213796,13499.4356637076,11658.4024818503,0,17231.752184948,41153.2994728604,32240.9266247811,44268.8143595046,53242.5019318384,14902.6223901023,31001.7270431592,14539.8570916968,17433.2934791238,12799.4102091621,25559.4543405652,15291.501747526,13414.0268121407,13359.2443860625,38365.9380165287,54469.3640903588,24564.6808220227,11466.0437185839,13256.5012236,18586.3021118659,14932.4892389808,11264.6848622589
Ruaha,10281.1054331263,25222.2394458576,28605.7552637696,25902.1394189173,42382.8600429154,17851.8632671931,20315.3858670023,13007.0792740694,20642.5788220394,25314.347767916,19084.4540203593,22487.6041766662,13726.117217551,16555.9855219517,19508.9988989597,50820.2861238655,37749.2000588347,22593.4812116567,35635.8894139032,18996.6753359578,17432.4695205658,16296.8708370888,37136.2462561587,36054.4440420742,23451.3401781311,21345.654761101,33381.8596683925,25244.2083001969,18585.6556104527,39127.0731919792,25167.3555357712,10019.556775148,7987.22899323177,16922.6896944966,17304.6662784816,40933.4738673735,21645.53604276,13139.5677309335,32435.288382562,31619.2008238269,13296.4591192149,73360.0136846606,34800.5908605456,33845.5773336091,35765.5261990949,12872.4556114398,25209.9483778147,12428.9235669122,16230.3726594345,11559.5755712178,50662.8833564988,4816.03915338555,32222.3766161621,10717.2372158529,19780.075111215,37091.1332194731,24877.6913626866,28574.5717753755,18282.0340886865,10320.0650019885,9897.27092353181,16230.3726594345,18784.8046042271,26540.48481098,9226.95267545007,26359.092439384,12916.1659789004,15755.1813715391,11366.2001666769,28864.6096706304,36834.8775097738,17214.7099990966,10190.4109498177,10004.0573260997,12143.6457480382,8171.25120259679,15332.2293154633,46737.537872037,41783.2252173274,18812.0163707642,27655.7346923313,20533.4286835704,12647.067096257,17705.9332491124,27730.2809141115,21921.6969853733,19004.6045374833,18150.4060225587,12379.8251577916,51978.239522955,11787.8991124262,51552.7380049865,8728.89163708018,13592.0046131167,11186.2232872565,50721.8134424649,42717.3255476316,18243.1496272182,37725.1419380828,40506.5306269201,12348.1226370424,20182.7675565813,25795.7431437643,22329.0973202764,17231.752184948,0,36956.0827922033,26731.4427654674,30498.5491552958,47090.0125721612,17382.9503585165,15941.8330445388,6928.96117960835,25730.4368570807,26004.00487216,37260.0068072001,28093.6211560382,8333.94121041611,14859.0917286272,34893.3830780851,40711.5642869176,12070.360414192,22175.4094151971,24811.4568091179,10421.6384897198,24203.8660848738,16217.4601823234
Rusizi,31173.8707710756,49042.6927852804,18812.9765400332,53492.197792928,57340.373597615,42457.318675889,44200.7349693737,29034.6354174636,43814.5136263385,32499.5013484034,24303.4182966896,51270.723671706,43405.1791294587,35004.8302901469,38025.3785052586,24888.4049286078,15705.3129419721,42479.7350465478,10666.8016423361,22033.2431581881,24857.9898819833,46171.7007534664,63243.1427235759,18168.2986786344,48166.7789797966,27467.1654252997,57890.881096901,50967.756793636,24694.6299604284,14910.6327977315,16063.551042939,42215.1340494418,32342.3801440728,26367.0032026715,48613.8700021804,64582.495077155,46573.7800241882,28693.0131104278,15070.0393239758,17692.0149971981,27186.4608258632,100685.536544491,58843.1245103154,14499.8573200911,11995.1110013219,39799.553593966,19527.1009208947,44227.7783135044,40960.7645206999,43932.3015344642,22746.880691179,36734.1036467725,16042.7757813547,41054.8371410937,24867.4508954064,14199.4756765976,17794.5606686006,17835.7520133298,46499.5543569107,31174.3665917582,31976.214960765,40960.7645206999,49191.4791074285,19322.5513568573,34296.437861392,17228.0703145287,28151.1132295019,40841.9813911057,32869.4506518993,25424.3256748986,61485.7137902102,27327.303112388,35845.1416626887,31487.049223043,37348.7057939387,41371.2073750266,44276.7679888535,73702.0431548103,16802.7728249791,26391.7331010994,22047.5255792298,22582.3321819488,42477.2180493887,36557.2524662882,17666.0984766733,19182.8983581621,22446.7653047136,24831.881107802,43571.3513329922,78585.6378415025,43869.6973835765,25928.4343236896,32573.1303646393,34188.9941461148,28375.6277086646,23137.0766568622,18511.2305476944,24885.3920009454,12396.5901401742,21179.5485127106,41842.4490257951,50419.647745511,49784.9302228171,46842.0729170767,41153.2994728604,36956.0827922033,0,18893.4925291162,16047.4327666433,20801.9652133407,46415.5433098362,25703.6121173715,39374.055922707,53471.7166684178,50027.4622542534,62198.5425838835,52049.1436869589,41219.7131022254,45277.2572840877,12914.9808882672,17755.3274252684,28330.0397084377,46830.0780045928,48104.9605323938,33080.5432699635,47487.8061735782,44670.2369748659
